system,language,granularity,ref_grade,ref_clusters,ref_entities,axis,technique,metric,value,projection,source,tier
fmt,cpp,file,,,,RQ7,stage:validate-extracted,cold_s,0.109,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,stage:validate-extracted,warm_s,0.062,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.autotools-graph,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.autotools-graph,warm_s,0.063,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.clang-scan-deps,cold_s,0.25,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.clang-scan-deps,warm_s,0.25,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.cmake-graph,cold_s,23.328,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.cmake-graph,warm_s,0.156,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.contracts,cold_s,0.531,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.contracts,warm_s,0.453,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.csharp-build-graph,cold_s,0.125,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.csharp-build-graph,warm_s,0.078,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.csharp-interop,cold_s,2.438,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.csharp-interop,warm_s,1.969,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.csproj-sdk-role,cold_s,0.063,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.csproj-sdk-role,warm_s,0.109,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.deployment,cold_s,0.563,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.deployment,warm_s,0.328,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.doxygen-xml,cold_s,8.562,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.doxygen-xml,warm_s,0.265,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.msbuild-cpp,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.msbuild-cpp,warm_s,0.078,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.orchardcore-manifest,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.orchardcore-manifest,warm_s,0.078,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.plugin-namespace,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.plugin-namespace,warm_s,0.11,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.roslyn-csharp,cold_s,0.094,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.roslyn-csharp,warm_s,0.078,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.runtime,cold_s,0.109,cold-warm,perf/rq7-perf.json,oss
fmt,cpp,file,,,,RQ7,substep:extract.runtime,warm_s,0.125,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,cold_peak_rss_mb,1655.1,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,cold_s,24600.2,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,cold_within_budget,0,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,files,8191,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,kloc,618.7,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,speedup,44.99,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,targets,79,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,warm_peak_rss_mb,100.7,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,warm_s,546.8,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,pipeline,warm_within_budget,0,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:curate,cold_s,0.125,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:curate,warm_s,0.188,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:drift,cold_s,0.016,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:drift,warm_s,0.015,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:enrich,cold_s,0.094,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:enrich,warm_s,0.078,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:extract,cold_s,24499.922,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:extract,warm_s,483.938,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:generate,cold_s,0.109,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:generate,warm_s,0.172,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:normalize,cold_s,55.187,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:normalize,warm_s,15.578,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:validate-curated,cold_s,0.468,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:validate-curated,warm_s,0.562,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:validate-extracted,cold_s,0.485,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,stage:validate-extracted,warm_s,0.641,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.autotools-graph,cold_s,1.61,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.autotools-graph,warm_s,4.25,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.clang-scan-deps,cold_s,373.125,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.clang-scan-deps,warm_s,66.282,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.cmake-graph,cold_s,826.547,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.cmake-graph,warm_s,30.437,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.contracts,cold_s,98.141,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.contracts,warm_s,68.235,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.csharp-build-graph,cold_s,2.265,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.csharp-build-graph,warm_s,3.641,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.csharp-interop,cold_s,181.625,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.csharp-interop,warm_s,204.593,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.csproj-sdk-role,cold_s,1.25,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.csproj-sdk-role,warm_s,3.609,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.deployment,cold_s,21.016,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.deployment,warm_s,14.546,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.doxygen-xml,cold_s,22982.157,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.doxygen-xml,warm_s,65.828,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.msbuild-cpp,cold_s,1.422,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.msbuild-cpp,warm_s,5.0,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.orchardcore-manifest,cold_s,1.234,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.orchardcore-manifest,warm_s,3.0,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.plugin-namespace,cold_s,1.234,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.plugin-namespace,warm_s,4.422,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.roslyn-csharp,cold_s,1.453,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.roslyn-csharp,warm_s,5.266,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.runtime,cold_s,6.843,cold-warm,perf/rq7-perf.json,oss
itk,cpp,file,GT-pub,13,7657,RQ7,substep:extract.runtime,warm_s,4.829,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,cold_peak_rss_mb,85.8,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,cold_s,14.5,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,cold_within_budget,1,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,files,98,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,kloc,0.2,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,speedup,2.59,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,targets,14,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,warm_peak_rss_mb,43.3,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,warm_s,5.6,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,pipeline,warm_within_budget,1,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:curate,cold_s,0.062,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:curate,warm_s,0.047,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:drift,cold_s,0.015,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:drift,warm_s,0.0,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:enrich,cold_s,0.015,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:enrich,warm_s,0.0,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:extract,cold_s,11.641,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:extract,warm_s,2.984,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:generate,cold_s,0.032,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:generate,warm_s,0.062,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:normalize,cold_s,0.234,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:normalize,warm_s,0.157,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:validate-curated,cold_s,0.032,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:validate-curated,warm_s,0.031,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:validate-extracted,cold_s,0.047,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,stage:validate-extracted,warm_s,0.062,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.autotools-graph,cold_s,0.437,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.autotools-graph,warm_s,0.171,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.clang-scan-deps,cold_s,0.204,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.clang-scan-deps,warm_s,0.219,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.cmake-graph,cold_s,0.063,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.cmake-graph,warm_s,0.063,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.contracts,cold_s,1.016,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.contracts,warm_s,0.593,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.csharp-build-graph,cold_s,0.156,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.csharp-build-graph,warm_s,0.125,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.csharp-interop,cold_s,0.625,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.csharp-interop,warm_s,0.5,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.csproj-sdk-role,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.csproj-sdk-role,warm_s,0.125,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.deployment,cold_s,0.359,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.deployment,warm_s,0.313,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.doxygen-xml,cold_s,8.25,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.doxygen-xml,warm_s,0.203,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.msbuild-cpp,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.msbuild-cpp,warm_s,0.125,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.orchardcore-manifest,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.orchardcore-manifest,warm_s,0.094,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.plugin-namespace,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.plugin-namespace,warm_s,0.109,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.roslyn-csharp,cold_s,0.094,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.roslyn-csharp,warm_s,0.141,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.runtime,cold_s,0.125,cold-warm,perf/rq7-perf.json,oss
libxml2,cpp,file,GT-pub,18,82,RQ7,substep:extract.runtime,warm_s,0.203,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,cold_peak_rss_mb,1018.5,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,cold_s,434.4,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,cold_within_budget,1,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,files,3596,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,kloc,513.4,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,speedup,4.01,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,targets,37,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,warm_peak_rss_mb,95.5,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,warm_s,108.2,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,pipeline,warm_within_budget,1,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:curate,cold_s,0.109,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:curate,warm_s,0.157,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:drift,cold_s,0.046,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:drift,warm_s,0.016,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:enrich,cold_s,0.047,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:enrich,warm_s,0.047,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:extract,cold_s,321.578,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:extract,warm_s,88.125,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:generate,cold_s,0.047,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:generate,warm_s,0.078,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:normalize,cold_s,98.563,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:normalize,warm_s,5.719,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:validate-curated,cold_s,0.25,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:validate-curated,warm_s,0.265,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:validate-extracted,cold_s,1.015,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,stage:validate-extracted,warm_s,1.109,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.autotools-graph,cold_s,1.344,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.autotools-graph,warm_s,1.281,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.clang-scan-deps,cold_s,2.265,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.clang-scan-deps,warm_s,1.891,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.cmake-graph,cold_s,1.109,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.cmake-graph,warm_s,1.062,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.contracts,cold_s,12.657,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.contracts,warm_s,12.531,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.csharp-build-graph,cold_s,9.313,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.csharp-build-graph,warm_s,1.61,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.csharp-interop,cold_s,26.375,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.csharp-interop,warm_s,22.0,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.csproj-sdk-role,cold_s,4.953,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.csproj-sdk-role,warm_s,7.313,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.deployment,cold_s,12.922,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.deployment,warm_s,3.047,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.doxygen-xml,cold_s,3.563,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.doxygen-xml,warm_s,2.171,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.msbuild-cpp,cold_s,1.437,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.msbuild-cpp,warm_s,1.438,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.orchardcore-manifest,cold_s,5.203,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.orchardcore-manifest,warm_s,7.765,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.plugin-namespace,cold_s,8.516,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.plugin-namespace,warm_s,7.469,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.roslyn-csharp,cold_s,218.0,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.roslyn-csharp,warm_s,7.969,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.runtime,cold_s,13.906,cold-warm,perf/rq7-perf.json,oss
nopcommerce,cs,target,GT-doc,17,37,RQ7,substep:extract.runtime,warm_s,10.578,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,cold_peak_rss_mb,697.2,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,cold_s,696.6,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,cold_within_budget,1,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,files,1171,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,kloc,131.6,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,speedup,10.08,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,targets,24,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,warm_peak_rss_mb,110.0,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,warm_s,69.1,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,pipeline,warm_within_budget,1,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:curate,cold_s,0.078,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:curate,warm_s,0.093,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:drift,cold_s,0.0,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:drift,warm_s,0.0,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:enrich,cold_s,0.032,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:enrich,warm_s,0.031,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:extract,cold_s,679.937,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:extract,warm_s,55.797,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:generate,cold_s,0.062,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:generate,warm_s,0.063,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:normalize,cold_s,4.829,cold-warm,perf/rq7-perf.json,oss
opencv,cpp,file,GT-doc,14,1087,RQ7,stage:normalize,warm_s,4.578,cold-warm,perf/rq7-perf.json,oss
